Date,Open,High,Low,Close,Volume
1/2/2025 18:30,96902.99,96902.99,96639.31,96652.03,64.03343
1/2/2025 18:35,96652.03,96941.14,96634.61,96906.07,37.81714
1/2/2025 18:40,96906.06,97102.56,96843.21,97090.54,65.44947
1/2/2025 18:45,97090.54,97228.5,97041.01,97112.67,67.50755
1/2/2025 18:50,97112.66,97143.73,97024.19,97119.02,61.81177
1/2/2025 18:55,97119.01,97350,97119.01,97319.74,64.13506
1/2/2025 19:00,97319.74,97433.62,97212.81,97433.61,63.60671
1/2/2025 19:05,97433.61,97573.66,97412.56,97561.61,114.99969
1/2/2025 19:10,97561.61,97586.34,97470.74,97482.91,63.82932
1/2/2025 19:15,97482.9,97582.38,97479.59,97561.74,37.38129
1/2/2025 19:20,97561.74,97600,97515.69,97600,34.03736
1/2/2025 19:25,97600,97777,97587.67,97600,91.99877
1/2/2025 19:30,97600,97600,97294.59,97326,90.22627
1/2/2025 19:35,97325.09,97372.62,97200,97297.29,50.90863
1/2/2025 19:40,97297.28,97474.43,97272.72,97415.65,30.62622
1/2/2025 19:45,97415.64,97591.69,97312.88,97471.5,67.29621
1/2/2025 19:50,97471.31,97585.93,97400,97531.43,35.85256
1/2/2025 19:55,97531.44,97531.44,97286.45,97317.74,33.64662
1/2/2025 20:00,97317.74,97680,97317.74,97679.99,61.22224
1/2/2025 20:05,97679.99,97680,97548,97629.94,38.47762
1/2/2025 20:10,97629.95,97769.23,97583.51,97769.23,52.79748
1/2/2025 20:15,97769.22,97773.63,97619.26,97773.61,43.19422
1/2/2025 20:20,97773.62,97839.5,97741.46,97827.75,93.46821
1/2/2025 20:25,97827.75,97827.76,97600,97600,52.55463
1/2/2025 20:30,97600.01,97728.93,97520.38,97529.31,65.83194
1/2/2025 20:35,97529.32,97529.33,97335.43,97402.53,59.23236
1/2/2025 20:40,97402.52,97503.84,97400,97462,37.07514
1/2/2025 20:45,97462,97609,97408.66,97608.99,53.78908
1/2/2025 20:50,97609,97705.88,97393.93,97393.94,74.35603
1/2/2025 20:55,97393.93,97439.99,97300,97306.46,86.84785
1/2/2025 21:00,97306.46,97355.77,97300.47,97312.01,36.39155
1/2/2025 21:05,97312.01,97312.01,97163.47,97203.54,55.66661
1/2/2025 21:10,97203.53,97279.74,97186.16,97219.73,34.47943
1/2/2025 21:15,97219.73,97251.27,97163.51,97212.13,34.86826
1/2/2025 21:20,97212.14,97212.14,97060.52,97147.63,38.49174
1/2/2025 21:25,97147.63,97166.91,97124.47,97124.48,16.58205
1/2/2025 21:30,97124.48,97135.82,97040.16,97116.84,30.56923
1/2/2025 21:35,97116.85,97237,97116.84,97236.99,29.47411
1/2/2025 21:40,97236.98,97265.28,97184.52,97200,17.95271
1/2/2025 21:45,97199.99,97230.01,97138.6,97190.26,38.9668
1/2/2025 21:50,97190.27,97250.1,97135.5,97243.98,36.92956
1/2/2025 21:55,97243.98,97260.85,97202.64,97212.68,23.77522
1/2/2025 22:00,97212.69,97212.69,97064.76,97064.77,25.72109
1/2/2025 22:05,97064.77,97145.35,97055,97131.96,19.49738
1/2/2025 22:10,97131.96,97131.97,97000.48,97000.48,23.3427
1/2/2025 22:15,97000.48,97000.48,96872,96872.01,59.44428
1/2/2025 22:20,96872,96872,96666.66,96722.74,81.53011
1/2/2025 22:25,96722.74,96970.01,96722.74,96882.8,63.30467
