Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2025-03-02 02:10:00,2224.90000000,2225.38000000,2219.59000000,2222.40000000,2746.69110000,2025-03-02 02:14:59.999,6102352.28006900,10044,1821.20270000,4045974.46971000,0
2025-03-02 02:15:00,2222.41000000,2224.23000000,2215.91000000,2219.94000000,1622.82750000,2025-03-02 02:19:59.999,3601604.96889700,10725,611.80110000,1357387.11981000,0
2025-03-02 02:20:00,2219.95000000,2223.49000000,2215.84000000,2215.84000000,1480.32320000,2025-03-02 02:24:59.999,3285307.97355900,8751,497.86440000,1105047.93783400,0
2025-03-02 02:25:00,2215.83000000,2216.50000000,2212.10000000,2213.31000000,1242.49450000,2025-03-02 02:29:59.999,2751342.81097000,8977,428.12070000,947994.25005500,0
2025-03-02 02:30:00,2213.31000000,2213.31000000,2201.10000000,2204.41000000,2984.63590000,2025-03-02 02:34:59.999,6581848.88455700,17570,1105.95120000,2438472.89558400,0
2025-03-02 02:35:00,2204.42000000,2210.23000000,2203.91000000,2207.54000000,3454.50010000,2025-03-02 02:39:59.999,7623270.00730200,14100,1429.83330000,3154850.40612100,0
2025-03-02 02:40:00,2207.54000000,2209.55000000,2204.52000000,2208.29000000,1016.26730000,2025-03-02 02:44:59.999,2242890.31873700,8048,420.43210000,927742.99628100,0
2025-03-02 02:45:00,2208.30000000,2211.99000000,2206.91000000,2207.81000000,856.70510000,2025-03-02 02:49:59.999,1892688.74152200,8098,424.24210000,937190.62702800,0
2025-03-02 02:50:00,2207.80000000,2209.83000000,2205.10000000,2207.30000000,1001.14390000,2025-03-02 02:54:59.999,2210145.82052200,6964,378.98070000,836589.30345400,0
2025-03-02 02:55:00,2207.30000000,2210.40000000,2205.76000000,2209.81000000,578.86270000,2025-03-02 02:59:59.999,1278134.48364600,5029,198.30190000,437803.82012400,0
2025-03-02 03:00:00,2209.80000000,2216.88000000,2209.80000000,2215.89000000,1281.56370000,2025-03-02 03:04:59.999,2835885.03112600,8494,702.02010000,1553675.50326300,0
2025-03-02 03:05:00,2215.89000000,2225.52000000,2215.13000000,2221.99000000,2663.03680000,2025-03-02 03:09:59.999,5914953.18639100,13861,1681.78050000,3735241.90736200,0
2025-03-02 03:10:00,2221.80000000,2226.50000000,2221.00000000,2223.71000000,1864.75470000,2025-03-02 03:14:59.999,4146853.53600000,8063,1173.62620000,2609971.62860500,0
